0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96450,0,0,0,97484,1.494e+05,1.1929e+06,7.3279e+06,89233,76598,0,58037,1.464e+05,2.5049e+06,0,1.1249e+05,0,1.8319e+05,2.4165e+05,47656,1.7793e+06,4.2505e+05,97001,0,0,1.8398e+05,1.6857e+05,1.1678e+07,84257,6.9394e+05,29940,3.358e+06,2.3832e+05,1.0277e+05,1.9435e+06,0,2.7307e+05,4.1402e+05,0,6.5141e+06,1.2713e+05,44589,0,3.762e+05,0,6.6462e+05,2.3069e+05,8.2628e+05,1.2299e+06,9442.5,1.9019e+05,1.3641e+05,89851,0,3.0082e+06,91470,0,67234,1.9222e+05,4.4079e+06,3.4227e+06,3.3478e+05,1.5285e+06,1.3529e+05,58919,4.4628e+05,1.3057e+05,5.4741e+05,3.4846e+05,6.8111e+05,89531,6.6211e+05,6.0917e+06,2.8437e+05,44592,27889,3.6761e+05,0,1.8312e+06,3.8e+06,3.4663e+05,0,4.0193e+07,5.2856e+06,1.9168e+05,3.4717e+06,1.7168e+06,2.7056e+05,4.2554e+05,75733,0,1.259e+05,1.4712e+05,1.2794e+06,46544,0,2.254e+05,2.3161e+05,2.4622e+06,3.1776e+05,3.488e+05,1.0784e+05,5.4968e+05,1.0562e+05,1.8827e+05,55063,1.6536e+05,0,4.9048e+05,9.6409e+05,3.8682e+05,5.4155e+05,61478,0,0,1.3513e+05,3.6533e+06,39054,1.4764e+05,90625,4.5845e+06,2.1093e+05,5.0456e+06,1.1123e+05,2.3673e+05,0,57680,0,9.0343e+06,4.9559e+05,55216,3.0892e+05,0,78961,33538,0,6.3889e+06,38878,1.075e+05,0,5.4518e+06,5.3574e+06,38829,3.0301e+05,1.5528e+06
0,0,0,52808,0,0,9576.7,0,0,0,0,0,0,0,0,0,0,0,0,0,14284,0,0,0,0,0,0,93747,0,5570.9,0,0,0,0,15602,0,0,0,0,52294,0,0,0,0,0,0,0,0,9873.5,0,1526.8,0,0,0,0,0,0,0,0,35386,27477,0,12271,0,0,0,0,4394.5,0,0,0,0,48903,2282.9,0,0,0,0,14700,30506,0,0,3.2266e+05,42432,0,27870,13782,0,3416.2,0,0,0,0,10271,0,0,1809.5,0,19766,0,2800.1,865.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29328,0,0,0,0,0,40506,0,0,0,0,0,0,0,0,0,0,0,0,0,51289,0,0,0,43767,43009,0,0,0
0,0,0,54976,0,0,0,61242,0,0,0,0,0,0,0,0,0,0,0,0,14870,0,0,0,0,0,0,97595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,0,0,0,0,0,0,0,25140,0,0,0,0,0,0,2797.8,0,0,0,0,0,0,2912.2,5692.3,0,0,0,0,0,0,0,0,15304,0,0,0,3.3591e+05,0,0,29014,0,0,0,0,0,0,0,10692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30532,0,0,757.39,38315,0,42168,0,0,0,0,0,75503,4141.8,0,0,0,0,0,0,0,0,0,0,0,44774,0,0,0
0,0,0,3.7308e+05,0,0,0,4.1561e+05,0,0,0,0,0,1.4206e+05,8381.9,0,0,0,0,0,1.0091e+05,24107,5501.4,0,0,10434,9560.6,6.623e+05,0,39357,0,1.9045e+05,13516,0,1.1023e+05,0,0,0,0,3.6945e+05,0,0,0,0,0,0,0,46862,69755,0,10787,0,5095.9,0,1.7061e+05,0,0,0,0,2.5e+05,1.9412e+05,18987,86690,0,3341.6,0,7405,0,0,0,0,37551,3.4549e+05,16128,0,0,20849,0,0,2.1552e+05,19659,0,2.2795e+06,2.9977e+05,10871,1.969e+05,0,0,24135,0,0,0,0,72560,0,11402,0,0,1.3964e+05,0,19782,0,0,0,10678,0,0,0,27818,54678,21939,30714,0,2401.7,0,7663.8,2.072e+05,0,0,0,2.6001e+05,0,2.8616e+05,0,13426,0,3271.3,0,5.1238e+05,28107,0,0,18300,0,0,0,3.6235e+05,0,0,0,3.092e+05,3.0385e+05,0,0,88070
0,0,0,5.8183e+06,86224,1.3214e+05,1.0551e+06,0,78925,0,38713,0,1.2949e+05,2.2155e+06,1.3072e+05,99497,0,1.6203e+05,2.1374e+05,42151,1.5738e+06,3.7595e+05,85796,26380,1.0834e+05,1.6272e+05,0,1.0329e+07,74524,6.1378e+05,26482,2.9701e+06,2.1079e+05,90902,1.719e+06,0,2.4152e+05,3.662e+05,13275,5.7617e+06,1.1245e+05,0,75024,3.3274e+05,0,5.8785e+05,2.0404e+05,7.3083e+05,1.0878e+06,0,1.6822e+05,1.2066e+05,79472,84213,2.6607e+06,80904,0,59468,1.7001e+05,3.8988e+06,3.0274e+06,2.961e+05,1.352e+06,1.1966e+05,0,3.9473e+05,1.1548e+05,4.8418e+05,3.0821e+05,6.0244e+05,0,5.8562e+05,5.388e+06,2.5152e+05,39441,0,3.2515e+05,0,1.6196e+06,3.361e+06,3.0659e+05,41340,3.555e+07,4.675e+06,1.6954e+05,3.0707e+06,1.5185e+06,2.3931e+05,3.7639e+05,0,0,1.1136e+05,1.3013e+05,1.1316e+06,0,1.7782e+05,1.9936e+05,2.0485e+05,2.1778e+06,0,3.0851e+05,95380,4.8619e+05,93424,1.6652e+05,0,0,0,4.3382e+05,8.5272e+05,3.4214e+05,4.79e+05,0,37455,0,1.1952e+05,3.2313e+06,0,1.3059e+05,0,4.055e+06,1.8656e+05,4.4628e+06,98381,2.0939e+05,0,51017,0,7.9907e+06,4.3834e+05,48838,2.7324e+05,2.8539e+05,0,29664,26918,5.6509e+06,0,95083,28272,4.8221e+06,4.7386e+06,34344,2.6801e+05,1.3735e+06
0,0,0,0,842.93,0,0,63364,0,0,0,0,0,21659,0,0,0,0,0,0,15385,0,0,0,0,0,0,1.0098e+05,0,6000.4,0,0,0,0,16805,0,0,0,0,56327,0,0,0,0,0,5746.9,0,0,10635,0,0,0,0,0,26011,790.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15834,0,0,0,3.4754e+05,45704,0,0,14845,0,0,0,0,1088.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8336.3,0,0,0,0,0,0,31590,0,0,0,39642,0,0,0,0,0,0,0,0,4285.3,0,0,0,0,0,0,55244,0,0,0,47141,46325,0,0,0
0,0,0,63071,0,0,11438,70260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1197e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6372.4,0,0,11792,0,0,0,0,0,0,0,0,0,0,42263,32817,3209.8,0,0,0,0,0,5248.5,0,6530.5,0,6348.2,58407,0,0,0,0,0,17557,36434,0,0,3.8537e+05,0,0,33287,0,0,0,0,0,0,0,0,0,0,0,0,23608,3046.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35028,0,0,0,43956,0,48377,0,0,0,0,0,0,0,0,0,0,0,0,0,61256,0,0,0,52272,0,0,2905.2,14889
